,Relationship Unknown,Stranger,Acquaintance,Boyfriend/Girlfriend,Otherwise Known,Spouse,Friend,Child,Other Family Member,Sibling,Offender,Parent,Neighbor,Stepchild,Ex Spouse,Child of Boyfriend/Girlfriend,Common Law Spouse,In-Law,Stepparent,Homosexual Relationship,Grandchild,Stepsibling,Grandparent,Employee,Babysittee,Employer
0,1298409,1115818,740459,438287,399584,142184,135833,120787,113731,85485,84577,70452,65286,23713,23156,18538,16347,15143,12902,12042,10710,7224,7223,6612,4672,3141
